"exito","exito1","exito2","olimpica","carrefour","carulla","distribuidores","global","la14"
"Cedi Montevideo Bogota	CR 68 D No 21 - 35	Bogota D.C
Éxito Americas	Av De Las Americas # 68 A - 94	Bogota D.C
Éxito Calle 80	Cra 59 A # 79-30	Bogota D.C
Éxito Country	Calle 134 # 9-51	Bogota D.C
Éxito Floresta	Cr68 90-88 	Bogota D.C
Éxito Gran Estacion	 Av La Esperanza # 62 - 49 	Bogota D.C
Éxito Colina	Av Boyaca Cra 72 #146 A 25	Bogota D.C
Éxito Niza	Cl 120 60-31	Bogota D.C
Éxito Norte	Calle 175 - 22 - 13	Bogota D.C
Éxito Nuevo Kennedy	Cr78 K 37 A-53 Sur 	Bogota D.C
Éxito  Salitre	Cra 68 B # 40 A - 60 	Bogota D.C
Éxito San Martin	Cra 7 # 32 - 84 LC 201 y 60	Bogota D.C
Éxito Unicentro Bogota	Cra 15 # 123 - 30 Local 1 - 233	Bogota D.C
Éxito Usme	Cra 1 # 65 d Sur -58	Bogota D.C","Cedi Montevideo Bogota	CR 68 D No 21 - 35	Bogota D.C 
  Éxito Americas	Av De Las Americas # 68 A - 94	Bogota D.C","exito2","Cedi Montevideo Bogota	CR 68 D No 21 - 35	Bogota D.C
Éxito Americas	Av De Las Americas # 68 A - 94	Bogota D.C
Éxito Calle 80	Cra 59 A # 79-30	Bogota D.C
Éxito Country	Calle 134 # 9-51	Bogota D.C
Éxito Floresta	Cr68 90-88 	Bogota D.C
Éxito Gran Estacion	 Av La Esperanza # 62 - 49 	Bogota D.C
Éxito Colina	Av Boyaca Cra 72 #146 A 25	Bogota D.C
Éxito Niza	Cl 120 60-31	Bogota D.C
Éxito Norte	Calle 175 - 22 - 13	Bogota D.C
Éxito Nuevo Kennedy	Cr78 K 37 A-53 Sur 	Bogota D.C
Éxito  Salitre	Cra 68 B # 40 A - 60 	Bogota D.C
Éxito San Martin	Cra 7 # 32 - 84 LC 201 y 60	Bogota D.C
Éxito Unicentro Bogota	Cra 15 # 123 - 30 Local 1 - 233	Bogota D.C
Éxito Usme	Cra 1 # 65 d Sur -58	Bogota D.C","","","","",""
