"Espagueti De Arroz BEST CHOICE 200 g.","Espagueti De Arroz","Rice Vermicelli ","Rice Vermicelli , Mai Fun, Banh Hoy, Bihon, Mei Fan","BEST CHOICE","","200","TAILANDIA","","RSiA10I21303","41561","","NO","Bolsa","21,5x11x5,8","212","24","10","","24","RICE VERMIICELLI BEST CHOICE THAI 24x200 ","Harina De Arroz, Agua","Fideo Fino De Arroz","Para Salteados, Sopas, Y Decorar Ensaladas ","","Caja","24","","5,67","31,547,5x22,3","","7707298470043","15-47004","TAILANDIA","UNION RATCHABURI CO. LTD.","TAILANDIA","","SI","7","THAI","simple","Default","4545,45","Enabled","Catalog, Search","cada 56g contiene:; proteinas 3g; calorias 200; grasas 0g; carbohidratos 46g; sodio 20mg; fibra dietetica: 2g","/productos/pastas/espagueti-de-arroz-best-choice-200g.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 24; sub-empaque interno: N.A; peso neto (Kg): 5,088; peso bruto (Kg): 5,67; dimensiones del empaque (cm) (AxAxP): 31,547,5x22,3","100","1","1" 
"Espagueti De Arroz STAR LION 200 g.","Espagueti De Arroz","Rice Vermicelli ","Rice Vermicelli , Mai Fun, Banh Hoy, Bihon, Mei Fan","STAR LION","","201","TAILANDIA","500g","RSiA10I 21303","41561","","","Bolsa","21,5x11x5,8","215","24","10","","24","RICE VERMICELLI STAR LION THAI 24x200g","Harina De Arroz, Agua","Fideo Fino De Arroz","Para Salteados, Sopas, Y Decorar Ensaladas","","Caja","24","","5,97","22x22,5x26","","7707298470043","02-1379","TAILANDIA","LHIAN THAI RICE VERMICELLI . CO","TAILANDIA","SI","","7","THAI","simple","Default","4545,45","Enabled","Catalog, Search","cada 56g contiene:; proteinas 3g; calorias 200; grasa 0g; carbohidratos 46g; sodio 20mg; fibra dietetica 2g","/productos/pastas/espagueti-de-arroz-star-lion-200g.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 24; sub-empaque interno: N.A; peso neto (Kg): 5,16; peso bruto (Kg): 5,97; dimensiones del empaque (cm) (AxAxP): 22x22,5x26","100","1","1" 
"Espagueti De Arroz  Integral STAR LION 200 g.","Espagueti De Arroz  Integral ","Rice Vermicelli  Integral","Rice Vermicelli  Integral","STAR LION","","201","TAILANDIA","","RSiA10I 21303","41561","","","Bolsa","21,5x11x5,8","210","24","10","","24","RICE VERMICELLI  INTEGRAL STAR LION THAI 24x200g","Harina De Arroz  Integral, Agua","Fideo Fino De Arroz Integral","Para Salteados, Sopas, Y Decorar Ensaladas","","Caja","24","","5,97","22x22,5x26","","8853602001379","02-1515","TAILANDIA","LHIAN THAI RICE VERMICELLI . CO","TAILANDIA","SI","","7","THAI","simple","Default","4545,45","Enabled","Catalog, Search","cada 56g contiene:; proteinas 3g; calorias 230; grasa 0g; carbohidratos 46g; sodio 20mg; fibra dietetica 3g","/productos/pastas/espagueti-de-arroz-integral-star-lion-200g.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 24; sub-empaque interno: N.A; peso neto (Kg): 5,04; peso bruto (Kg): 5,97; dimensiones del empaque (cm) (AxAxP): 22x22,5x26","100","1","1" 
"Espagueti De Arroz STAR LION 500 g.","Espagueti De Arroz","Rice Vermicelli","Rice Vermicelli, Mai Fun, Banh Hoy, Bihon, Mei Fan","STAR LION","","500","TAILANDIA","200g","RSiA10I21303","41561","","NO","Bolsa","19,5x13x12","524","24","10","","24","RICE VERMICELLI STAR LION THAI 24x500g","Harina De Arroz, Agua","Fideo Fino De Arroz","Para Salteados, Sopas, Y Decorar Ensaladas","","Caja","24","","13,5","40,5x48x39","","","02-1539","TAILANDIA","LHIAN THAI RICE VERMICELLI . CO","TAILANDIA","SI","","7","THAI","simple","Default","9090,9","Enabled","Catalog, Search","cada 56g contiene:; proteinas 3g; calorias 200; grasa 0g; carbohidratos 46g; sodio 20mg; fibra dietetica 2g","/productos/pastas/espagueti-de-arroz-star-lion-500g.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 24; sub-empaque interno: N.A; peso neto (Kg): 12,576; peso bruto (Kg): 13,5; dimensiones del empaque (cm) (AxAxP): 40,5x48x39","100","1","1" 
"Espatula De Bambu","Espatula De Bambu","Bamboo Spatula","Bamboo Spatula","KKFOOD","","1","TAILANDIA","","NO APLICA","","","NO","Bolsa","30,5x6,8x0,8","45","","16","","500","ESPATULA DE BAMBU","","Espatula De Bambu De 30,5Cm. De Largo","Para Cocinar Con El Wok Y Sartenes Teflon","","Caja","500","","24","","","","009","TAILANDIA","K K FOODS","TAILANDIA","SI","","13","UTENCILIOS","simple","Default","8620,68","Enabled","Catalog, Search","","/productos/utensilios/espatula-de-bambu.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 500; sub-empaque interno: N.A; peso neto (Kg): 22,5; peso bruto (Kg): 24; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Espatula Metalica S/S ZEBRA Grande","Espatula Metalica Grande","S/S Turner Large","S/S Turner Large, Spatula","ZEBRA","","1","TAILANDIA","","NO APLICA","","","NO","Bolsa","51,7X12X10,9","314","","16","","72","ESPATULA INOX GDE","","Espatula De Acero Inoxidable De 51,7Cm De Largo","Para Cocinar Con El Wok ","","Caja","72","","","","","","06-04311","TAILANDIA","THREE BILLION TRADING","TAILANDIA","SI","","13","UTENCILIOS","simple","Default","","Enabled","Catalog, Search","","/productos/utensilios/espatula-metalica-zebra-grande.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 72; sub-empaque interno: N.A; peso neto (Kg): ; peso bruto (Kg): ; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Espatula Metalica S/S ZEBRA Pequeña","Espatula Metalica Pequeña","S/S Turner Small","S/S Turner Small, Spatula","ZEBRA","","1","TAILANDIA","","NO APLICA","","","NO","Bolsa","39,5X10,4X9,8","170","","16","","12","ESPATULA INOX PEQ ","","Espatula De Acero Inoxidable De 39Cm De Largo","Para Cocinar Con El Wok ","","Caja","12","","","","","","06-10431","TAILANDIA","THREE BILLION TRADING","TAILANDIA","SI","","13","UTENCILIOS","simple","Default","","Enabled","Catalog, Search","","/productos/utensilios/espatula-metalica-zebra-pequeña.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 12; sub-empaque interno: N.A; peso neto (Kg): ; peso bruto (Kg): ; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Espumadera Metalica Y Bambu","Espumadera Metalica","Bamboo Wire Fry Strainer","Bamboo Wire Fry Strainer","KKFOOD","","1","TAILANDIA","","NO APLICA","","","NO","Bolsa","52X21,2X5,8","316","","16","","24","ESPUMADERA (WIRW LADLE) THAI 8 PULG.","","Espumadera De Alambre Tejido Con Mango De Bambu","Para Frituras En El Wok","","Caja","24","","","","","","05-023","TAILANDIA","THREE BILLION TRADING","TAILANDIA","SI","","13","UTENCILIOS","simple","Default","","Enabled","Catalog, Search","","/productos/utensilios/espumadera-metalica-y-bamboo.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 24; sub-empaque interno: N.A; peso neto (Kg): ; peso bruto (Kg): ; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Esterillas De Bambu Para Sushi","Esterillas De Bambu Para Sushi","Bamboo Sushi Mat","Bamboo Sushi Mat","","","1","TAILANDIA","","NO APLICA","","","NO","Bolsa","24,5X7,8X1","55","","16","","100","ESTERILLA PARA SUSHI THAI","","Esterilla De Bambu   24 Cm X   24Cm","Para Enrollar Los Sushi Maki","","Caja","100","","6,8","","","8850191941192","857","TAILANDIA","K K FOODS","TAILANDIA","SI","","13","UTENCILIOS","simple","Default","7758,62","Enabled","Catalog, Search","","/productos/utensilios/esterilla-de-bamboo-para-sushi.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 100; sub-empaque interno: N.A; peso neto (Kg): 5,5; peso bruto (Kg): 6,8; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Fideo De Frijol PINE 250 g.","Fideo De Frijol","Bean Thread Noodle, Harusame","Bean Thread Noodle, Harusame, Harusame","PINE BRAND","","250","TAILANDIA","","RSiA10I32805","42256","","NO","Bolsa","22x16x5","212","24","10","","50","FIDEO DE FRIJOLTHAI 24x200Gr","Almidon De Trigo, ","Fideo Fino Hecho Con El Frijol Verde O Mung","Para Salteados, Sopas, Y Decorar Ensaladas","","Caja","50","","11,85","38x60,5x37,5","","8850372000465","02-0465","TAILANDIA","","TAILANDIA","","SI","7","THAI","simple","Default","7272,72","Enabled","Catalog, Search","cada 40g contiene:; proteinas 0g; calorias 150; grasas 0g; carbohidratos 36g; fibra dietetica 1g; sodio 0 mg;hierro 0,9mg ","/productos/pastas/fideo-de-frijol-pine-200g.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 50; sub-empaque interno: N.A; peso neto (Kg): 10,6; peso bruto (Kg): 11,85; dimensiones del empaque (cm) (AxAxP): 38x60,5x37,5","100","1","1" 
"Furikake salmon AJISHIMA 50g","Furikake Salmon","Rice Topping","Rice Topping","AJISHIMA","","50","CHINA","","USO INSTITUCIONAL","","","NO","Frasco","10,4X6,5X6,5","","24","16","","1","FURIKAKE SALMON JFC 30x50Gr","Salmon, Semillas De Ajonjoli, Algas, Azucar Y Sal ","Mezcla De Elementos Saborizantes, Principalmente Alga Deshidratada ","Para saborizar y decorar el arroz blanco.","","Caja","1","","7,2","12x42x35,5","","011152414645","08-41464","CHINA","AJISHIMA FOODS CO","USA","SI","","12","JFC","simple","Default","8620,68","Enabled","Catalog, Search","cada 7g contiene:; proteinas 0,9g; calorias 25 ; grasas 0g; carbohidratos 5g; sodio 190mg","/productos/condimentos/furikake-salmon.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 30; sub-empaque interno: N.A; peso neto (Kg): 2,85; peso bruto (Kg): 7,2; dimensiones del empaque (cm) (AxAxP): 12x42x35,5","100","1","1"
"Furikake Norikomi AJISHIMA 50g","Furikake Nori ","Rice Topping","Rice Topping","AJISHIMA","","50","CHINA","","USO INSTITUCIONAL","","","NO","Frasco","10,4X6,5X6,6","","24","16","","1","FURIKAKE norikomi JFC 30x50Gr","Semillas De Ajonjoli, Sal, Azucar, Algas Deshidratadas","Mezcla De Elementos Saborizantes, Principalmente La Hueva Deshidratado Del Pez Volador ","Para saborizar y decorar el arroz blanco.","","Caja","1","","7,3","12x42x35,5","","011152276410","08-27641","CHINA","AJISHIMA FOODS CO","USA","SI","","12","JFC","simple","Default","","Enabled","Catalog, Search","cada 7g contiene:; proteinas 0,9g; calorias 30; grasas 1,5g; carbohidratos 2g; sodio 180mg","/productos/condimentos/furikake-nori-komi.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 30; sub-empaque interno: N.A; peso neto (Kg): 2,85; peso bruto (Kg): 7,3; dimensiones del empaque (cm) (AxAxP): 12x42x35,5","100","1","1" 
"Furikake Noritamago AJISHIMA 50g","Furikake Huevo","Rice Topping","Rice Topping","AJISHIMA","","50","CHINA","","USO INSTITUCIONAL","","","NO","Frasco","10,4X6,5X6,7","","24","16","","1","FURIKAKE NORITAMAGO JFC 30x50Gr","Semillas De Ajonjoli, Trigo, Llema De Huevo En Polvo Deshidratada, Sal, Bonito, Algas, Azucar","Mezcla De Elementos Saborizantes, Principalmente El Salmon Deshidratado ","Para saborizar y decorar el arroz blanco.","","Caja","1","","7,4","12x42x35,5","","011152247328","08-24732","CHINA","AJISHIMA FOODS CO","USA","SI","","12","JFC","simple","Default","8620,68","Enabled","Catalog, Search","cada 7g contiene:; proteinas 0,9g; calorias 30; grasas 0,5g; carbohidratos 5g; sodio 150mg","/productos/condimentos/furikake-noritamago.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 30; sub-empaque interno: N.A; peso neto (Kg): 2,85; peso bruto (Kg): 7,4; dimensiones del empaque (cm) (AxAxP): 12x42x35,5","100","1","1" 
"Galanga Seca CK 56 g.","Galanga","Dried Galanga","Dried Galanga, Galangal","C K","","57","TAILANDIA","","USO INSTITUCIONAL","","","NO","Bolsa","17x13x2","65","24","16","","100","DRIED GALANGA THAI 100x56Gr","Galanga Seca","Un Tuberculo  De La Familia Del Jengibre Originario De Tailandia","Para Sopas, Curries, Estofados, Y Otros Platos Tailandeses","","Caja","100","","7,5","","","","05-003","TAILANDIA","CK FOOD TRADING CO","TAILANDIA","SI","","12","THAI","simple","Default","1724,13","Enabled","Catalog, Search","","/productos/condimentos/galanga-seca-56g.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 100; sub-empaque interno: N.A; peso neto (Kg): 6,5; peso bruto (Kg): 7,5; dimensiones del empaque (cm) (AxAxP): 35x46,5x37","100","1","1" 
"Garam Masala GEETA 500 g.","Garam Masala","Garam Masala","Garam Masala","GEETA","","500","TAILANDIA","","USO INSTITUCIONAL","","","NO","Bolsa","23,5x16x2","504","24","16","","12","GARAM MASALA THAI 12x500Gr","","Mezcla De Condimentos Para Dar Sabor A Platos De La India","Para Condimentar Platos De La India","","Caja","12","","7,2","35x46,5x37","","","04-11710","TAILANDIA","CHAREON KRUNG ROAD","TAILANDIA","SI","","12","THAI","simple","Default","5172,41","Enabled","Catalog, Search","","/productos/condimentos/garam-masala-geeta-500g.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 12; sub-empaque interno: N.A; peso neto (Kg): ; peso bruto (Kg): 7,2; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Gari Blanco NIITAKAYA 9.09 kg.","Gari Blanco","White Ginger ","White Ginger , Conserva De Jengibre Rosado","NIITAKAYA","","9091","USA","","USO INSTITUCIONAL","","","NO","Caneca","38X25X25","16170","12","16","","1","GARI BLANCO x 20Lb","Jenjibre, Agua, Acido Acetico, Aspartamo, Glutamato Monosodico, Acido Citrico, Acido Malico, Sorbato De Potasio","Jengibre Finamente Tajada Y Encurtida En Su Color Natural","Acompañar Sushi Y Sashimi","","Caneca","1","","","","","011152052601","08-52601","USA","NIITAKAYA USA INC","USA","SI","","9","JFC","simple","Default","","Enabled","Catalog, Search","","/productos/enlatados_y_conservas/gari-blanco-nitakaya-9.09kg.jpg","empaque de venta al mayoreo: tipo de empaque: Caneca; unidades: 1; sub-empaque interno: N.A; peso neto (Kg): ; peso bruto (Kg): ; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Gari Rosado NIITAKAYA 9.09 kg.","Gari Rosado","Pink Ginger","Pink Ginger, Conserva De Jengibre Blanco","NIITAKAYA","","9091","USA","","USO INSTITUCIONAL","","","NO","Caneca","38X25X25","18440","12","16","","1","GARI(Jengibre Encurtido)ROSADO JFCx20lbs","Jenjibre, Agua, Acido Acetico, Aspartamo, Glutamato Monosodico, Acido Citrico, Acido Malico, Sorbato De Potasio, Sorbitol","Jengibre Finamente Tajada Y Encurtida Con Color Rosado","Acompañar Sushi Y Sashimi","","Caneca","1","","","","","011152052465","08-26303","USA","NIITAKAYA USA INC","USA","SI","","9","JFC","simple","Default","","Enabled","Catalog, Search","","/productos/enlatados_y_conservas/gari-rosado-nitakaya-9.09kg.jpg","empaque de venta al mayoreo: tipo de empaque: Caneca; unidades: 1; sub-empaque interno: N.A; peso neto (Kg): ; peso bruto (Kg): ; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Gari Blanco KENKO 110 g.","Jengibre En Conserva","White Gari ","White Gari , Conserva De Jengibre Blanco","KENKO","","110","BRASIL","","RSiA05I31205","42093","","NO","Frasco ","8,8x6,2x6,2","372","12","16","","12","GENJIBRE EN CONSERVA SAKURA 12x110gr ","Jenjibre,Azucar, Agua, Vinagre, Sal, Resaltador De Sabor","Jengibre Finamente Tajada Y Encurtida En Su Color Natural","Acompañar Sushi Y Sashimi","","Caja","12","","6","10X21X27","","7896007872381","13-72381","BRASIL","SAKURA NAKAYA ALIMENTOS LTDA","","","SI","9","SAKURA","simple","Default","6896,55","Enabled","Catalog, Search","cada 15g contiene:; calorias 101KJ; carbohidratos 5,7g; sodio 162 mg","/productos/enlatados_y_conservas/jengibre-kenko.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 12; sub-empaque interno: N.A; peso neto (Kg): 4,464; peso bruto (Kg): 6; dimensiones del empaque (cm) (AxAxP): 10X21X27","100","1","1" 
"Green Pea Wasabi GREEN NUT 36 g.","Green Pea Wasabi","Green Pea Wasabi","Green Pea Wasabi, Arveja Con Wasabi","GREENNUT","","36","TAILANDIA","","USO INSTITUCIONAL","","","NO","Bolsa","14,5x13,5x2","34","12","16","","72","GREEN PEA WASABI THAI  72x36g","Arveja, Harina De Arroz Glutinosa, Wasabi, Harina De Trigo, Aceite De Palma, Azucar, Miel, Aceite De Girasol, Sal, Colorante Artificial","Arveja Recubierta Con Wasabi Y Tostada","Antojitos ","","Caja","72","","2,86","20,5x28,5x33","BOLSA","8851234310197","05-10123","TAILANDIA","THREE BILLION TRADING","TAILANDIA","SI","","11","THAI","simple","Default","3448,27","Enabled","Catalog, Search","cada 30g contiene:; proteinas 5g; calorias 140Kcal; grasas 0g; fibra dietetica: 2g; azucar: 5g; sodio: 110mg;  ","/productos/otros/arveja-de-wasabi.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 72; sub-empaque interno: BOLSA; peso neto (Kg): 2,448; peso bruto (Kg): 2,86; dimensiones del empaque (cm) (AxAxP): 20,5x28,5x33","100","1","1" 
"Guante Plastico BIOKIPS Talla L","Guante Plastico Talla L","Rubber Kitchen Gloves Large","Rubber Kitchen Gloves Large","KOMAX","","1","KOREA","talla M, talla s ","NO APLICA","","","NO","Bolsa","47X12,5XX0,5","107","","16","","100","GUANTE TALLA L ","","Guante Antibacterial Hecho De Latex ","Para Uso En La Cocina","","Caja","100","","12","","","8801775510013","51001","KOREA","KOMAX INDUSTRIAL CO., LTD","KOREA","SI","","13","UTENCILIOS","simple","Default","8620,68","Enabled","Catalog, Search","","/productos/utensilios/guantes-plasticos-biokips-talla-l.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 100; sub-empaque interno: N.A; peso neto (Kg): 10,7; peso bruto (Kg): 12; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Guante Plastico BIOKIPS Talla M","Guante Plastico Talla M","Rubber Kitchen Gloves Med","Rubber Kitchen Gloves Med","KOMAX","","1","KOREA","talla L, talla s ","NO APLICA","","","NO","Bolsa","47X12,5XX0,5","102","","16","","100","GUANTE TALLA M ","","Guante Antibacterial Hecho De Latex ","Para Uso En La Cocina","","Caja","100","","12","","","8801775510020","51002","KOREA","KOMAX INDUSTRIAL CO., LTD","KOREA","SI","","13","UTENCILIOS","simple","Default","","Enabled","Catalog, Search","","/productos/utensilios/guantes-plasticos-biokips-talla-m.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 100; sub-empaque interno: N.A; peso neto (Kg): 10,2; peso bruto (Kg): 12; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Guante Plastico BIOKIPS Talla S","Guante Plastico Talla S","Rubber Kitchen Gloves Small","Rubber Kitchen Gloves Small","KOMAX","","1","KOREA","talla M, talla L ","NO APLICA","","","NO","Bolsa","41X14X0,5","76","","16","","100","GUANTE TALLA S ","","Guante Antibacterial Hecho De Latex ","Para Uso En La Cocina","","Caja","100","","11,8","","","","51003","","KOMAX INDUSTRIAL CO., LTD","","SI","","13","UTENCILIOS","simple","Default","","Enabled","Catalog, Search","","/productos/utensilios/guantes-plasticos-biokips-talla-s.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 100; sub-empaque interno: N.A; peso neto (Kg): 7,6; peso bruto (Kg): 11,8; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Handai 13""","Handai 13""","Wooden Sushi Rice Bowl 13""","Wooden Sushi Rice Bowl 13"", Hangiri","","","1","TAILANDIA","14""","NO APLICA","","","NO","Bolsa","9,5X32,6X32,6","760","","16","","6","HANDAI 13 JFC ","","Bowl De Madera Estilo Japones","Recipiente Para Condimentar El Arroz Para Sushi","","Caja ","6","","7","","","","08-88586","TAILANDIA","JFC INTERNATIONAL INC","TAILANDIA","SI","","13","UTENCILIOS","simple","Default","","Enabled","Catalog, Search","","/productos/utensilios/handai-13.jpg","empaque de venta al mayoreo: tipo de empaque: Caja ; unidades: 6; sub-empaque interno: N.A; peso neto (Kg): 4,56; peso bruto (Kg): 7; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Handai 14""","Handai 14""","Wooden Sushi Rice Bowl 14""","Wooden Sushi Rice Bowl 14"", Hangiri","","","1","TAILANDIA","13""","NO APLICA","","","NO","Bolsa","9x35,5x35,5","866","","16","","6","HANDAI 14 JFC ","","Bowl De Madera Estilo Japones","Recipiente Para Condimentar El Arroz Para Sushi","","Caja","6","","7","","","","08-88587","TAILANDIA","JFC INTERNATIONAL INC","TAILANDIA","SI","","13","UTENCILIOS","simple","Default","","Enabled","Catalog, Search","","/productos/utensilios/handai-14.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 6; sub-empaque interno: N.A; peso neto (Kg): 5,196; peso bruto (Kg): 7; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Harina Arroz Reg STAR LION 500 g.","Harina Arroz Reg","Rice Flour Regular","Rice Flour Regular","STAR LION","","500","TAILANDIA","","USO INSTITUCIONAL","","","NO","Bolsa","19x13x3","508","24","10","","20","RICE FLOUR (REGULAR) THAI 20x500Gr","Harina De Arroz, Agua","Harina De Arroz Normal Finamente Molida","Para Postres, Tortas, Rebosar","","Caja","20","","10,5","18x33x28","","8853602001010","02-9998","TAILANDIA","LHIAN THAI RICE VERMICELLI . CO","TAILANDIA","SI","","15","THAI","simple","Default","8181,81","Enabled","Catalog, Search","cada 30g contiene:; proteinas 2g; calorias 110; grasas 0g; carbohidratos 27g; sodio 15mg; colesterol 0mg ","/productos/arroces_y_harinas/harina-de-arroz-regular-star-lion.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 20; sub-empaque interno: N.A; peso neto (Kg): 10,16; peso bruto (Kg): 10,5; dimensiones del empaque (cm) (AxAxP): 18x33x28","100","1","1" 
"Harina Arroz Glutinuso STAR LION 500 g. ","Harina De Arroz Glutinus","Rice Flour Glutinous","Rice Flour Glutinous, Mochiko, Mifen","STAR LION","","500","TAILANDIA","","USO INSTITUCIONAL","","","NO","Bolsa","19x13x3","514","24","10","","20","GLUTINOUS RICE FLOUR THAI 20x500Gr","Harina De Arroz Glutinosa, Agua","Harina De Arroz Pegajoso Finamente Molida","Para Postres, Tortas, Rebosar","","Caja","20","","10,61","18x33x28","","8853602001133","02-9997","TAILANDIA","LHIAN THAI RICE VERMICELLI . CO","TAILANDIA","SI","","15","THAI","simple","Default","9090,9","Enabled","Catalog, Search","cada 30g contiene:; proteinas 2g; calorias 110; grasas 0g; carbohidratos 27g; sodio 15mg; colesterol 0mg ","/productos/arroces_y_harinas/harina-de-arroz-glutinosa-star-lion.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 20; sub-empaque interno: N.A; peso neto (Kg): 10,28; peso bruto (Kg): 10,61; dimensiones del empaque (cm) (AxAxP): 18x33x28","100","1","1" 
"Harina Ha Gaw JADE LEAF 500 g-","Harina Ha Gaw","Ha Gaw Powder Mix","Ha Gaw Powder Mix","JADE LEAF","","500","TAILANDIA","","USO INSTITUCIONAL","","","NO","Bolsa","23X616X1,7","508","24","10","","20","HARINA HA GAW THAI 20x500Gr","","Mezcla De Feculas Y Harinas","Para Preparar Pieles De Ha Gaw","","Caja","20","","11","42x16x30","","8850341600023","16-0023","TAILANDIA","BANGKOK INTER FOOD","TAILANDIA","SI","","15","THAI","simple","Default","","Enabled","Catalog, Search","","/productos/arroces_y_harinas/harina-ha-gaw.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 20; sub-empaque interno: N.A; peso neto (Kg): 10,16; peso bruto (Kg): 11; dimensiones del empaque (cm) (AxAxP): 42x16x30","100","1","1"
"Hijiki HANABISHI 453 g.","Hijiki","","Hiziki","HANABISHI","","453","JAPON","","USO INSTITUCIONAL","","","NO","Bolsa","28X17,5X3,5","460","24","16","","12","HIJIKI JFC 12x1 LB","Algas Deshidratadas","Alga Deshidratada Para Ensalada Japonesa","Ingrediente Para Ensalada","","Caja","12","","6,2","25x41,5x31,5","","","08-40349","CHINA","JFC INTERNATIONAL INC","USA","SI","","8","JFC","simple","Default","","Enabled","Catalog, Search","cada 15g contiene:; proteinas 2g; calorias 20; grasas 0g; carbohidratos 8g; sodio 210mg ","/productos/algas_y_deshidratados/hijiki-hanabishi-453g..jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 12; sub-empaque interno: N.A; peso neto (Kg): 5,52; peso bruto (Kg): 6,2; dimensiones del empaque (cm) (AxAxP): 25x41,5x31,5","100","1","1" 
"Hondashi AJINOMOTO 1 kg.","Hondashi","Bonito Broth","Bonito Broth","AJI NO MOTO","","1000","JAPON","","USO INSTITUCIONAL","","","NO","Caja","","","12","16","","10","AJINOMOTO HONDASHI (Caldo Pescado)JFCX10","Sal, Glutamato Monosodico, Lactosa, Azucar, Bonito En Polvo Seco De Atún, Inosinatio Disodico, Succinato Disodico, Extracto De Bonito, Extracto De Levadura","Caldo Deshidratado Del Pescado Bonito","Base Para Sopas Japonesas, Condimentar Platos Japoneses.","","Caja","10","","11,1","19,5x46x24","","071757030107","08-03010","USA","JFC INTERNATIONAL INC","USA","SI","","12","JFC","simple","Default","","Enabled","Catalog, Search","cada 1g contiene:; proteinas 0,3g; calorias 0; grasas 0g; carbohidratos 0g; sodio 180mg ","/productos/condimentos/hondashi-caldo-de-pescado.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 10; sub-empaque interno: N.A; peso neto (Kg): 0,013; peso bruto (Kg): 11,1; dimensiones del empaque (cm) (AxAxP): 19,5x46x24","100","1","1" 
"Hongos Negros Deshidratados CK 100 g.","Hongos Negros","Dried Black Mushroom","Dried Black Mushroom","CK","","100","TAILANDIA","","USO INSTITUCIONAL","","","NO","Bolsa","17x15x3","108","24","0","","20","DRIED BLACK FUNGUS THAI 20x100Gr","Hongos Negros","Hongo Con Forma De Oreja Deshidratado Y Usado Por Su Textura Crocante Y Propiedades Medicinales ","Ingrediente Para Sopas, Salteados De Vegetales, Carnes, Y Pastas Orientales. ","","Caja","20","","","","","","04-00034","TAILANDIA","THREE BILLION TRADING","TAILANDIA","SI","","8","THAI","simple","Default","10000","Enabled","Catalog, Search","","/productos/algas_y_deshidratados/hongos-negros-deshidratados-ck-100g.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 20; sub-empaque interno: N.A; peso neto (Kg): ; peso bruto (Kg): ; dimensiones del empaque (cm) (AxAxP): ","100","1","1" 
"Jugo De Lychees GREEN MATE 300 ml.","Jugo De Lychees","Lychee Juice","Lychee Juice","GREEN MATE","300","","TAILANDIA","","USO INSTITUCIONAL","","","NO","Lata","11,5X6X6","330","24","16","","24","JUGO DE LYCHEE THAI 24x300ml","Jugo De Lychee, Azucar, Jalea De Coco","Jugo Listo Para Beber Derivado De La Fruta Lichi.","Se Puede Consumir Solito O Para Mezclar En Cocteles.","","Caja","24","","8,3","12,5x40x27","","8850260720628","04-20628","TAILANDIA","THAI SUNM FOODS","TAILANDIA","SI","","10","THAI","simple","Default","4741,37","Enabled","Catalog, Search","cada 300ml contiene:; proteinas 0,9g; calorias 170; grasas 0g; carbohidratos 43g; sodio 131mg ","/productos/bebidas/jugo-de-lychee.jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 24; sub-empaque interno: N.A; peso neto (Kg): 7,92; peso bruto (Kg): 8,3; dimensiones del empaque (cm) (AxAxP): 12,5x40x27","100","1","1" 
