NOMBRE_REFERENCIA,NOMBRE_PRODUCTO_ESPAÑOL,NOMBRE_PRODUCTO_INGLES,OTROS_NOMBRES,MARCA,Contenido_Neto_ml,PESO_NETO_(gms),PAIS_DE_ORIGEN,OTRAS_PRESENTACIONES,NUMERO_DE_REGISTRO_SANITARIO,VENCIMIENTO_REGISTRO_SANITARIO,KOSHER,QR,EMPAQUE_DE_VENTA_PUBLICO_TIPO,AXAXP_(cms),PESO_BRUTO_(gms),VIDA_UTIL_MESES,TARIFA_IVA,IMPOCONSUMO,unidadesXcaja,Descripcion_Facturacion_BC,INGREDIENTES,DESCRIPCION,USOS,RECETAS,EMPAQUE_DE_VENTA_MAYOREO_TIPO,UNIDADES,PESO_NETO_Kls,PESO_BRUTO_Kls,AXAXP_cmc,subempaque_interno,CODIGO_DE_BARRAS,CODIGO_BEST_CHOICE,PAIS_DE_PROCEDENCIA,NOMBRE_DEL_PROVEEDOR,PAIS_PROVEEDOR,CANAL_FOOD_SERVICE,RETAIL,categoria,type,attribute_set,LINEA,price,status,visibility,nutritionalinfo,foto_de_producto,INFORMACION_ADICIONAL
"Aceite  Ajonjoli Puro LEE KUM KEE 207 ml.","Aceite  Ajonjoli Puro","Pure Sesame Oil","Pure Sesame Oil, Aceite De Sesamo Puro","LEE KUM KEE","207","","CHINA","","RSiA17M44896","17/08/2016","","NO","Frasco","19.5x5x5","382","24","16","","12","ACEITE AJONJOLI PURO LKK 12x207ml","Aceite De Ajonjoli ","Aceite De Ajonjoli Tostado ","Aromatizar Ysaborizar.Salteados Al Wok. Utilizase Al Final De La Preparacion","","Caja","12","","4,86","22x22.5x18","","078895710922","01-71092","CHINA","LEE KUM KEE","CHINA","SI","","Vinagres y aceites","simple","Default","LKK","15.517","Enabled","Catalog, Search","","productos/vinagres_y_aceites/aceite-de-ajonjoli- puro-lkk .jpg","empaque de venta al mayoreo: tipo de empaque: Caja; unidades: 12; sub-empaque interno: N.A; peso neto (Kg): 4,584; peso bruto (Kg): 4,86; dimensiones del empaque (cm) (AxAxP): 22x22.5x18"
